RegionName,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04
318,60622,217000.0,216900.0,216900.0,216800.0,216800.0,216800.0,216900.0,217100.0,217600.0,218400.0,219200.0,219800.0,220500.0,221500.0,222700.0,224200.0,226000.0,228200.0,230700.0,233600.0,237000.0,240900.0,244800.0,248600.0,252600.0,256700.0,261100.0,265600.0,270300.0,275100.0,280000.0,285000.0,290400.0,295900.0,301100.0,305900.0,310700.0,315400.0,320000.0,324800.0,329700.0,334600.0,339500.0,344600.0,350000.0,355600.0,360900.0,365700.0,370400.0,374800.0,379200.0,383500.0,387900.0,392100.0,396400.0,400800.0,405100.0,409500.0,413500.0,417100.0,420400.0,423400.0,426200.0,429000.0,431900.0,434900.0,438000.0,441100.0,444200.0,447400.0,450500.0,453300.0,455700.0,457800.0,459900.0,462000.0,464400.0,467000.0,469800.0,473000.0,476400.0,479500.0,482200.0,485300.0,489000.0,492700.0,495500.0,497000.0,497200.0,497000.0,497000.0,497500.0,498400.0,499700.0,501400.0,503700.0,506600.0,510000.0,514000.0,518700.0,523700.0,528900.0,533900.0,538400.0,542800.0,547900.0,553800.0,560700.0,568900.0,577600.0,586300.0,594700.0,602200.0,608900.0,615000.0,620300.0,624500.0,628300.0,631100.0,632800.0,633800.0,634400.0,635100.0,637100.0,640100.0,643800.0,647500.0,650900.0,653800.0,657700.0,661500.0,665000.0,668200.0,670300.0,671100.0,671800.0,672300.0,672700.0,673600.0,674000.0,672800.0,671400.0,668700.0,664900.0,661400.0,658500.0,655400.0,652000.0,647100.0,642400.0,640000.0,638200.0,635800.0,634600.0,633000.0,629700.0,625400.0,620500.0,614700.0,610100.0,605800.0,602200.0,600900.0,601000.0,602500.0,599200.0,599200.0,595900.0,587100.0,579100.0,578000.0,570500.0,561500.0,552000.0,541400.0,534000.0,532100.0,532700.0,531700.0,530900.0,530600.0,528700.0,525300.0,526700.0,532800.0,540400.0,543600.0,541500.0,537900.0,532500.0,526300.0,525200.0,528600.0,531000.0,529900.0,529100.0,531200.0,533700.0,534900.0,536400.0,536800.0,537800.0,540500.0,544600.0,549300.0,556100.0,565100.0,574700.0,580100.0,582600.0,585300.0,587800.0,589400.0,592900.0,597200.0,601400.0,606100.0,611100.0,614700.0,619300,621500,620600,619200,618200,616700,616000,615700,617400,623000,630500,637700,641600,644800,653900,670200,685100,696700,707500,717900,728300,736300,742400,748600,753600,753300,749300,746700,749200,753400,756000,759800,762700,764000,767500,773100,782000,794900,807000,813400,816200,816300,819300,819700,815400,811100
